object_id,right_ascension,declination,segmentation_area,flux_detection_total,fluxerr_detection_total,vis_det,ellipticity,det_quality_flag,flux_vis_1fwhm_aper,fluxerr_vis_1fwhm_aper,flux_y_1fwhm_aper,fluxerr_y_1fwhm_aper,set_id,role,grade,field,tile_id,mag_total,log_area,reference_rank,match_distance_arcsec,match_delta_mag,match_delta_log_area,match_cost,nearest_published_candidate_arcsec,snr_total,color_vis_y,path_vis,candidate_neighbour_fraction
-539758747264535910,53.9758747213322,-26.45359103211212,4434,108.95795440673828,0.4494649171829223,1,0.6778594255447388,0,11.499028205871582,0.0605855695903301,30.673383712768555,0.3226614594459533,set_-539682841264680696,reference,unlabelled,fornax,,18.80685264716406,3.646795688778469,1,57.57834546802457,-0.2254453478804094,-0.0224281851523362,0.5801468364792667,57.578345468016686,242.4170391087383,1.0652513706577234,data/raw/cutouts/-539758747264535910_VIS.fits,0.0
-539996959264321043,53.9996959416972,-26.43210433221682,807,16.763568878173828,0.2156920731067657,1,0.1350712925195694,0,4.133939743041992,0.0474030449986457,9.343589782714844,0.2040440142154693,set_-539996959264321043,candidate,C,fornax,102046114.0,20.839083791964505,2.90687353472207,0,0.0,0.0,0.0,0.0,0.0,77.71991170892964,0.8853740527512678,data/raw/cutouts/-539996959264321043_VIS.fits,1.0
-540017960264500454,54.00179603257429,-26.45004546737885,879,17.113637924194336,0.189436599612236,1,0.4275320172309875,2,4.377915859222412,0.0370363146066665,6.35019588470459,8.13893985748291,set_-539996959264321043,reference,unlabelled,fornax,,20.816644151707628,2.943988875073772,1,64.94187052903699,-0.0224396402568771,0.0371153403517015,0.0436493534930854,64.94187052903482,90.33965959706204,0.403799279371253,data/raw/cutouts/-540017960264500454_VIS.fits,0.4
-540052388291241498,54.00523889171453,-29.12414982287345,1236,29.18410873413086,0.1914802342653274,1,0.0534606985747814,2,8.222963333129883,62.20985412597656,22.70687484741211,0.2834088206291199,set_-540106227291487236,reference,unlabelled,fornax,,20.237133913136503,3.092018470752797,1,90.07118919157521,0.0403918375481318,0.08002535609354,0.1851846590066502,90.07118919155586,152.4131660173941,1.1028225314276363,data/raw/cutouts/-540052388291241498_VIS.fits,0.9
-540106227291487236,54.010622703368135,-29.148723692515222,1028,30.290271759033203,0.1453878730535507,1,0.1932570040225982,2,8.004218101501465,0.0382280610501766,16.037612915039062,0.2231688648462295,set_-540106227291487236,candidate,C,fornax,102042917.0,20.19674207558837,3.011993114659257,0,0.0,0.0,0.0,0.0,0.0,208.3411162351649,0.7545520329590105,data/raw/cutouts/-540106227291487236_VIS.fits,1.0
-540565736273337144,54.05657363634492,-27.33371443825656,1669,33.12247848510742,0.2568904459476471,1,0.5229099988937378,2,4.452108383178711,0.0337078012526035,7.248552322387695,0.1396340578794479,set_-540595660273120760,reference,unlabelled,fornax,,20.09969293333108,3.222456336679247,1,78.48391338169019,0.2471400428396641,-0.1984890692427252,1.6688754115696751,78.48391338168447,128.93620221227536,0.529213874434404,data/raw/cutouts/-540565736273337144_VIS.fits,0.2
-540595660273120760,54.059566044780034,-27.312076058670428,2636,41.58903503417969,0.2395485192537307,1,0.2649559676647186,0,7.389900207519531,0.0369152054190635,22.931415557861328,0.2697767317295074,set_-540595660273120760,candidate,C,fornax,102044826.0,19.852552890491413,3.420945405921972,0,0.0,0.0,0.0,0.0,0.0,173.61424384397228,1.2294807270523782,data/raw/cutouts/-540595660273120760_VIS.fits,0.7
-540812214265851687,54.08122146731086,-26.585168760158705,713,11.923500061035156,0.1890249103307724,1,0.2556236386299133,2,1.6976155042648315,0.0315607674419879,4.791548252105713,0.1638082414865493,set_-540812214265851687,candidate,C,fornax,102046114.0,21.208990604343708,2.8530895298518657,0,0.0,0.0,0.0,0.0,0.0,63.07898805596769,1.126591332474184,data/raw/cutouts/-540812214265851687_VIS.fits,0.8
-540813066285766937,54.081306685418426,-28.57669376596351,826,18.142866134643555,0.1365650296211242,1,0.1267394125461578,0,4.9409894943237305,0.0333407558500766,13.09984016418457,0.250342845916748,set_-540813066285766937,candidate,C,fornax,102043550.0,20.753235259543864,2.9169800473203824,0,0.0,0.0,0.0,0.0,0.0,132.85147877884816,1.0586301655641572,data/raw/cutouts/-540813066285766937_VIS.fits,1.0
-540821651270824929,54.08216510417627,-27.082492916440927,960,8.72315502166748,0.184314414858818,1,0.31927689909935,0,1.621853232383728,0.0259984359145164,2.461453676223755,0.1329340040683746,set_-540938357270978628,reference,unlabelled,fornax,,21.548316023712257,2.9822712330395684,1,66.78875886994246,0.1484427540167097,0.0497974683624153,0.3106551851715969,66.78875886995503,47.32757895441484,0.4529502904848826,data/raw/cutouts/-540821651270824929_VIS.fits,0.2
-540866258267283763,54.086625824748936,-26.728376360071245,1259,17.777095794677734,0.2353915274143219,1,0.4151264131069183,0,3.1902976036071777,0.0339418388903141,6.626037120819092,0.1355718970298767,set_-540908760267374976,reference,unlabelled,fornax,,20.77534796828044,3.100025730107862,1,35.56672847825327,0.0213788650427204,-0.1008247679832146,0.2603037714317044,35.56672847824555,75.52139191223976,0.7935566673199667,data/raw/cutouts/-540866258267283763_VIS.fits,0.0
-540908760267374976,54.09087606219873,-26.73749766724749,1588,18.13060760498047,0.1926403045654297,1,0.2370566129684448,2,3.230271577835083,0.0297973398119211,12.84090518951416,0.1880378425121307,set_-540908760267374976,candidate,B,fornax,102046114.0,20.75396910323772,3.200850498091077,0,0.0,0.0,0.0,0.0,0.0,94.11637738987515,1.4983915079583754,data/raw/cutouts/-540908760267374976_VIS.fits,0.4
-540938357270978628,54.093835731168205,-27.097862868239822,856,10.00116729736328,0.1799849569797516,1,0.17182157933712,0,1.996379375457764,0.0301320776343345,6.990787982940674,0.1455340832471847,set_-540938357270978628,candidate,C,fornax,102045469.0,21.399873269695547,2.932473764677153,0,0.0,0.0,0.0,0.0,0.0,55.5666843784529,1.3607076412143726,data/raw/cutouts/-540938357270978628_VIS.fits,0.8
-540967961266004208,54.09679617147136,-26.600420829251306,792,12.088038444519045,0.1418493092060089,1,0.038165595382452,0,3.067055940628052,0.0285415034741163,7.743893623352051,0.1762639284133911,set_-540812214265851687,reference,unlabelled,fornax,,21.194110418616667,2.898725181589493,1,74.3544889930915,-0.0148801857270406,0.0456356517376277,0.0592654140092635,74.35448899308369,85.2174643089977,1.0055942031759222,data/raw/cutouts/-540967961266004208_VIS.fits,0.6
-541024249285659704,54.10242494855992,-28.56597040490124,755,18.75395965576172,0.1189707368612289,1,0.4642924070358276,2,6.299298286437988,0.0357216894626617,8.753317832946777,0.1647029370069503,set_-540813066285766937,reference,unlabelled,fornax,,20.7172675564949,2.8779469516291885,1,77.12442694970805,-0.0359677030489642,-0.0390330956911939,0.0575633412613456,43.943137430589296,157.63506346637922,0.357201310734379,data/raw/cutouts/-541024249285659704_VIS.fits,0.4
-541131333292054238,54.113133357869806,-29.205423890177336,3306,59.8267822265625,0.3589169383049011,1,0.2764734327793121,2,7.145281791687012,0.0429785959422588,18.42790412902832,0.2319713830947876,set_-541259042292035660,reference,unlabelled,fornax,,19.45776088746401,3.519302849235429,1,40.68467098274889,0.0495804993860673,-0.089864525066591,0.2306235465743994,40.684670982746304,166.68698476342024,1.0286414581073076,data/raw/cutouts/-541131333292054238_VIS.fits,0.0
-541259042292035660,54.12590429369371,-29.20356603922207,4066,62.62213134765625,0.3237803876399994,1,0.3660838901996612,2,10.09657382965088,0.049172293394804,29.54900360107422,0.332200288772583,set_-541259042292035660,candidate,C,fornax,102042917.0,19.40818038807794,3.60916737430202,0,0.0,0.0,0.0,0.0,0.0,193.4092790613485,1.1659220390559648,data/raw/cutouts/-541259042292035660_VIS.fits,1.0
-541483963288982186,54.14839632742182,-28.898218643740908,1662,19.44070625305176,0.2067838311195373,1,0.1839977949857711,0,3.5053083896636963,0.0304371193051338,9.530997276306152,0.2021975964307785,set_-541483963288982186,candidate,C,fornax,102042917.0,20.678219904564514,3.220631019448092,0,0.0,0.0,0.0,0.0,0.0,94.01463425742172,1.086030282846076,data/raw/cutouts/-541483963288982186_VIS.fits,1.0
-541717332289113584,54.17173326470789,-28.9113584137862,1858,15.031250953674316,0.2745947241783142,1,0.4943205714225769,2,1.1660778522491455,0.0280163120478391,1.6329827308654783,5.14293098449707,set_-541483963288982186,reference,unlabelled,fornax,,20.95751218597945,3.269045709657623,1,87.44569205525578,0.2792922814149357,0.048414690209531,0.931868504496857,87.44569205525829,54.73976602665329,0.3656351132334016,data/raw/cutouts/-541717332289113584_VIS.fits,0.1
-541961806273244232,54.19618067669643,-27.324423265686004,2770,60.91927337646485,0.3228774070739746,1,0.457779973745346,0,8.553823471069336,0.0419430807232856,23.421049118041992,0.2137420773506164,set_-542113879273436734,reference,unlabelled,fornax,,19.438113213539992,3.4424797690644486,1,84.66273939855802,0.0216778865223687,-0.0863084227104478,0.1975952642747081,84.66273939854037,188.6761725713054,1.0936151539636674,data/raw/cutouts/-541961806273244232_VIS.fits,0.3
-542099944290066176,54.20999444011572,-29.00661764023529,886,19.412492752075195,0.1530333459377288,1,0.167494460940361,0,5.40038013458252,0.0365593358874321,16.724340438842773,0.2087038904428482,set_-542102010289958983,reference,unlabelled,fornax,,20.67979673353313,2.9474337218870508,1,38.59486208203951,0.1261265720016169,-0.0819500557981589,0.3459269312530309,38.594862082033245,126.85139067647638,1.227311670962508,data/raw/cutouts/-542099944290066176_VIS.fits,0.6
-542102010289958983,54.2102010505034,-28.995898368234272,1070,21.803787231445312,0.2477296739816665,1,0.0957434177398681,0,4.130730152130127,0.0426659993827343,7.368359088897705,0.150403693318367,set_-542102010289958983,candidate,C,fornax,102042917.0,20.55367016153152,3.0293837776852097,0,0.0,0.0,0.0,0.0,0.0,88.0144347707773,0.6283598944661971,data/raw/cutouts/-542102010289958983_VIS.fits,0.4
-542113879273436734,54.21138791876941,-27.343673435146165,3379,62.1478157043457,0.3164717555046081,1,0.0627127215266227,0,12.024374008178713,0.0524023808538913,31.508028030395508,0.3233790099620819,set_-542113879273436734,candidate,C,fornax,102044827.0,19.416435327017624,3.5287881917748964,0,0.0,0.0,0.0,0.0,0.0,196.37713199793205,1.0458968674976488,data/raw/cutouts/-542113879273436734_VIS.fits,0.6
-542434056281790680,54.243405635907976,-28.17906802577124,4139,71.3379135131836,0.3957648277282715,1,0.355446845293045,0,10.83465576171875,0.0497958436608314,30.012720108032227,0.3190433382987976,set_-542514788281499946,reference,unlabelled,fornax,,19.266698992574145,3.61689542640076,1,107.75480324568927,0.1775136636872432,0.0147268750217626,0.3655000081098486,107.75480324568451,180.25329315560995,1.106225601573925,data/raw/cutouts/-542434056281790680_VIS.fits,0.7
-542514788281499946,54.25147886592385,-28.149994640997942,4001,84.0090103149414,0.3740452229976654,1,0.2336570918560028,2,14.899229049682615,0.0558600574731826,34.57065200805664,0.3312919437885284,set_-542514788281499946,candidate,C,fornax,102044187.0,19.0891853288869,3.6021685513789974,0,0.0,0.0,0.0,0.0,0.0,224.5958647504656,0.913859434394482,data/raw/cutouts/-542514788281499946_VIS.fits,1.0
-542774461286906112,54.27744618379619,-28.690611214572936,2470,43.96158599853516,0.2174005359411239,1,0.0787973925471305,2,10.12316608428955,0.0445454716682434,,,set_-542774461286906112,candidate,B,fornax,102043551.0,19.792316619898703,3.392696953259666,0,0.0,0.0,0.0,0.0,0.0,202.2147084791032,,data/raw/cutouts/-542774461286906112_VIS.fits,0.4
-542891812279697972,54.289181214003854,-27.96979729520765,1513,22.12064552307129,0.179936334490776,1,0.1208779364824295,0,5.024539947509766,0.0340515449643135,11.87018871307373,0.2141415774822235,set_-542891812279697972,candidate,B,fornax,102044187.0,20.53800550908096,3.179838928023187,0,0.0,0.0,0.0,0.0,0.0,122.935957241061,0.933403300069872,data/raw/cutouts/-542891812279697972_VIS.fits,1.0
-542902064287030447,54.290206404656026,-28.703044738557736,2317,43.79320907592773,0.2320276647806167,1,0.0093742711469531,0,9.870158195495604,0.0465058423578739,24.62544059753418,0.3121442794799804,set_-542774461286906112,reference,unlabelled,fornax,,19.796483073597496,3.364926033789976,1,60.225959077941454,0.0041664536987902,-0.02777091946969,0.0225831910660099,60.225959077933005,188.74132581274057,0.9926497404332164,data/raw/cutouts/-542902064287030447_VIS.fits,0.1
-542909292272696454,54.2909292678002,-27.269645476267584,1816,26.5994873046875,0.2033143490552902,1,0.1577820181846618,2,5.141806602478027,0.033445231616497,17.36956024169922,0.2402245253324508,set_-542909292272696454,candidate,B,fornax,102044827.0,20.33781683538577,3.2591158441850663,0,0.0,0.0,0.0,0.0,0.0,130.82936560200145,1.321682714057483,data/raw/cutouts/-542909292272696454_VIS.fits,0.6
-542934822272981135,54.293482299668014,-27.298113597258777,2037,21.507173538208008,0.211276888847351,1,0.3344339728355407,2,2.620598316192627,0.026160430163145,4.088778018951416,0.1358637362718582,set_-542909292272696454,reference,unlabelled,fornax,,20.568541651555268,3.3089910290001643,1,102.8102432498824,0.2307248161695021,0.049875184815098,0.6627386077148654,102.81024324988208,101.79614843603215,0.4829826889280616,data/raw/cutouts/-542934822272981135_VIS.fits,0.1
-543007907271960088,54.300790767521896,-27.19600889575463,988,15.315545082092283,0.1669167727231979,1,0.225407600402832,0,3.5443437099456787,0.0301658026874065,9.298380851745604,0.181584432721138,set_-543007907271960088,candidate,C,fornax,102045469.0,20.93716885497371,2.9947569445876283,0,0.0,0.0,0.0,0.0,0.0,91.75557873677812,1.0471787495652705,data/raw/cutouts/-543007907271960088_VIS.fits,0.4
-543013341285644842,54.30133412722745,-28.564484285077626,1035,14.769022941589355,0.1498939245939254,1,0.1080798134207725,0,3.957382917404175,0.0328490510582923,12.224408149719238,0.2373165488243103,set_-543013341285644842,candidate,C,fornax,102043551.0,20.97662058722993,3.014940349792937,0,0.0,0.0,0.0,0.0,0.0,98.52983022227096,1.2245494174827902,data/raw/cutouts/-543013341285644842_VIS.fits,0.8
